date;pid;work_id;sick_leave
2021;13016594478;118415099;229
2021;10085829696;118415099;150
2021;19108219502;118415099;248
2021;14048204674;118415099;186
2021;29060270198;118415099;98
2021;23028161946;118415099;336
2021;12057703090;118415099;314
2021;22126584826;118415099;360
2021;13036664612;118415099;252
2021;13066970386;118415099;262
2021;12088161194;118415099;66
2021;16058117250;118415099;356
2021;26059251184;118415099;28
2021;22036769840;118415099;61
2021;29019080350;118415099;150
2021;13058238656;118415099;227
2021;16068426244;118415099;227
2021;21067875662;118415099;281
2021;18076934370;118415099;233
2021;11066657624;118415099;35
2021;17108362708;118415099;334
2021;14025930566;118415099;106
2021;18127711642;118415099;122
2021;21127660102;118415099;85
2021;14027084498;118415099;285
2021;26127445512;118415099;272
2021;22058904540;118415099;232
2021;19056792754;118415099;133
2021;28060482820;118415099;277
2021;25067051248;118415099;199
2021;10027621116;118415099;341
2021;20047463776;118415099;133
2021;18125965042;118415099;363
2021;24109477648;118415099;22
2021;27117575866;118415099;48
2021;21047818984;118415099;322
2021;13099290056;118415099;299
2021;14027874082;118415099;331
2021;28077928262;118415099;289
2021;12107405904;118415099;236
2021;31037699956;118415099;308
2021;10128574356;118415099;46
2021;30116765638;118415099;112
2021;22089325588;118415099;296
2021;14048285954;118415099;228
2021;23095698346;118415099;92
2021;19037371916;118415099;47
2021;27098072242;118415099;206
2021;16029124674;118415099;217
2021;11039434426;118415099;247
2021;12119226382;118415099;218
2021;29088238634;118415099;68
2021;10038911278;118415099;65
2021;24105934120;118415099;279
2021;17037063046;118415099;71
2021;24089039392;118415099;263
2021;22077392368;118415099;223
2021;11037097994;118415099;55
2021;25107217432;118415099;140
2021;10118028866;118415099;227
2021;18057709954;118415099;354
2021;17049357044;118415099;142
2021;15110299012;118415099;157
2021;16039790950;118415099;8
2021;27028416878;118415099;191
2021;24089495410;118415099;44
2021;21118954050;118415099;206
2021;26028751474;118415099;20
2021;13017165054;118415099;350
2021;26078788184;118415099;261
2021;20040310108;118415099;114
2021;15128330932;118415099;176
2021;30057134528;118415099;136
2021;12049316546;118415099;47
2021;29088080414;118415099;199
2021;14039548280;118415099;158
2021;14037365648;118415099;304
2021;23099139740;118415099;96
2021;30048928182;118415099;294
2021;24118356122;118415099;307
2021;12058484500;118415099;13
2021;18016241026;118415099;351
2021;27107503780;118415099;12
2021;13127802596;118415099;35
2021;30049913516;118415099;227
2021;29129159250;118415099;291
2021;25077194044;118415099;244
2021;23056117890;118415099;302
2021;13015974010;118415099;90
2021;28046751246;118415099;259
2021;27127517418;118415099;36
2021;22056856006;118415099;20
2021;11085717472;118415099;52
2021;27067733260;118415099;89
2021;23067471872;118415099;151
2021;29108563320;118415099;19
2021;19028864776;118415099;235
2021;31087656242;118415099;282
2021;20068194242;118415099;319
2021;20056714600;118415099;151
2021;22065992440;118415099;355
2021;30127085258;118415099;30
2021;16019171004;118415099;131
2021;13128246606;118415099;54
2021;13065546332;118415099;266
2021;14109387964;118415099;85
2021;21088616694;118415099;278
2021;24028107946;118415099;54
2021;25055769376;118415099;266
2021;18125838532;118415099;291
2021;18057630918;118415099;117
2021;22057915728;118415099;66
2021;27078967450;118415099;287
2021;19109167106;118415099;137
2021;20027052956;118415099;287
2021;30119151122;118415099;282
2021;12096131656;118415099;135
2021;30116887910;118415099;271
2021;15088800824;118415099;328
2021;13096185414;118415099;295
2021;16085813958;118415099;269
2021;23107226364;118415099;94
2021;10077769662;118415099;88
2021;25115925840;118415099;181
2021;24127186572;118415099;97
2021;14087144360;118415099;207
2021;19106107462;118415099;258
2021;23029632174;118415099;84
2021;18098020042;118415099;171
2021;23086306906;118415099;142
2021;23129157736;118415099;193
2021;16068813218;118415099;168
2021;31038397376;118415099;299
2021;11059080344;118415099;134
2021;29107062922;118415099;180
2021;11069122870;118415099;358
2021;14108547428;118415099;166
2021;28118479812;118415099;211
2021;24058996716;118415099;40
2021;31037775928;118415099;284
2021;24038341856;118415099;198
2021;21019084029;118415099;11
2021;28129109431;118415099;249
2021;22107831789;118415099;124
2021;29029224412;118415099;92
2021;28069096435;118415099;62
2021;29128215315;118415099;188
2021;22118523251;118415099;199
2021;27028705337;118415099;21
2021;14107214725;118415099;299
2021;21038074174;118415099;296
2021;24047182852;118415099;68
2021;16067371852;118415099;144
2021;14108935784;118415099;2
2021;27076874629;118415099;350
2021;15089401231;118415099;70
2021;27019468330;118415099;287
2021;13037774312;118415099;274
2021;10129053462;118415099;192
2021;24055931270;118415099;214
2021;30116417511;118415099;165
2021;20058455058;118415099;60
2021;23036246635;118415099;327
2021;28025844176;118415099;172
2021;14098034078;118415099;162
2021;22097209103;118415099;324
2021;12076935280;118415099;247
2021;28029609766;118415099;145
2021;24088298588;118415099;228
2021;20076800981;118415099;154
2021;28127715911;118415099;105
2021;11037084157;118415099;79
2021;23067948724;118415099;35
2021;17086740317;118415099;353
2021;23057739125;118415099;174
2021;19117925655;118415099;166
2021;19059915580;118415099;298
2021;11119171982;118415099;94
2021;10127621625;118415099;202
2021;17065751561;118415099;335
2021;11077957679;118415099;92
2021;16107635094;118415099;117
2021;18068092260;118415099;127
2021;21056538630;118415099;168
2021;27057949774;118415099;300
2021;18097201802;118415099;361
2021;17019045965;118415099;66
2021;28059730478;118415099;169
2021;31039053439;118415099;280
2021;11128318092;118415099;324
2021;30037565061;118415099;24
2021;12127164292;118415099;125
2021;24079520789;118415099;351
2021;22049634558;118415099;261
2021;16067731237;118415099;319
2021;10117604420;118415099;191
2021;21018319240;118415099;123
2021;29018339368;118415099;285
2021;31105936062;118415099;330
2021;21116551866;118415099;30
2021;14058747217;118415099;324
2021;20128278980;118415099;88
2021;31077473803;118415099;100
2021;29086903137;118415099;217
2021;25019578240;118415099;238
2021;29049216636;118415099;184
2021;11127905452;118415099;289
2021;21019660970;118415099;293
2021;11028397655;118415099;33
2021;30078395139;118415099;270
2021;23049711430;118415099;53
2021;18068802576;118415099;346
2021;29098233470;118415099;216
2021;10077589880;118415099;72
2021;29017525970;118415099;90
2021;13100338678;118415099;1
2021;23079692192;118415099;248
2021;30078293300;118415099;113
2021;15109459209;118415099;285
2021;14106903656;118415099;190
2021;29048001614;118415099;354
2021;15120357599;118415099;129
2021;30058409345;118415099;356
2021;29108008539;118415099;119
2021;14127861661;118415099;214
2021;31079670475;118415099;107
2021;15098111833;118415099;114
2021;12067478953;118415099;42
2021;26127769501;118415099;303
2021;10057696752;118415099;352
2021;18038874885;118415099;137
2021;10066783641;118415099;277
2021;29077486057;118415099;315
2021;12027331439;118415099;64
2021;22058274566;118415099;288
2021;23030056240;118415099;10
2021;17077023936;118415099;253
2021;26036855959;118415099;11
2021;18088075883;118415099;33
2021;20029626378;118415099;326
2021;19029496916;118415099;12
2021;20119198611;118415099;18
2021;30049639176;118415099;228
2021;20018966898;118415099;106
2021;26048521353;118415099;254
2021;16065627291;118415099;121
2021;24010097664;118415099;232
2021;11088002799;118415099;305
2021;20048145827;118415099;99
2021;12088101645;118415099;316
2021;17078809215;118415099;302
2021;25076826152;118415099;46
2021;28087084093;118415099;271
2021;31078547788;118415099;133
2021;13027709711;118415099;10
2021;22088473479;118415099;218
2021;12109030997;118415099;227
2021;27056508393;118415099;21
2021;15097571827;118415099;13
2021;26127803188;118415099;153
2021;25019492408;118415099;218
2021;26057822157;118415099;117
2021;11038717995;118415099;59
2021;30128290994;118415099;289
2021;30108883682;118415099;213
2021;20116655342;118415099;50
2021;10047585928;118415099;323
2021;22118240684;118415099;89
2021;12066222431;118415099;120
2021;16049085661;118415099;32
2021;28028554205;118415099;159
2021;25109305572;118415099;322
2021;28056858331;118415099;274
2021;24037608867;118415099;152
2021;13099241785;118415099;325
2021;11126945094;118415099;127
2021;8119969072;118415099;91
2021;6067337253;118415099;34
2021;8109457824;118415099;255
2021;7026531982;118415099;100
2021;4018192745;118415099;365
2021;5017865751;118415099;339
2021;1069870400;118415099;217
2021;1076708772;118415099;125
2021;8018410801;118415099;98
2021;9117683604;118415099;363
2021;4075566288;118415099;335
2021;3079156020;118415099;216
2021;3046507397;118415099;305
2021;8047132312;118415099;90
2021;7038732895;118415099;183
2021;8047238485;118415099;42
2021;7107979980;118415099;32
2021;9117156500;118415099;196
2021;2058068593;118415099;213
2021;7056218565;118415099;100
2021;4026288291;118415099;167
2021;3027969653;118415099;201
2021;2118411680;118415099;339
2021;5057100990;118415099;77
2021;3026207125;118415099;263
2021;5015722074;118415099;271
2021;8126215059;118415099;120
2021;5109566153;118415099;164
2021;9027736884;118415099;91
2021;6089093533;118415099;7
2021;9036657123;118415099;215
2021;9047970917;118415099;22
2021;2110056985;118415099;88
2021;7096459114;118415099;31
2021;7089147806;118415099;334
2021;7058011290;118415099;81
2021;3035597694;118415099;285
2021;6109572592;118415099;253
2021;8017920320;118415099;21
2021;2078266964;118415099;312
2021;9108501350;118415099;197
2021;7107504104;118415099;158
2021;3128798880;118415099;53
2021;3087900256;118415099;181
2021;5108259782;118415099;326
2021;8108552140;118415099;143
2021;3058754860;118415099;184
2021;5096230933;118415099;346
2021;4085956791;118415099;176
2021;9080351918;118415099;118
2021;5039823445;118415099;265
2021;6128206246;118415099;45
2021;2088087040;118415099;348
2021;6068831608;118415099;218
2021;9119422790;118415099;297
2021;2068807686;118415099;128
2021;1067790692;118415099;357
2021;1056845406;118415099;164
2021;4066784562;118415099;64
2021;8016100638;118415099;165
2021;8078908406;118415099;16
2021;5097746706;118415099;117
2021;7097514680;118415099;269
2021;7065590296;118415099;131
2021;4107649362;118415099;314
2021;5016620542;118415099;3
2021;5087563984;118415099;83
2021;7067777844;118415099;105
2021;5067110830;118415099;44
2021;1065848532;118415099;336
2021;5057963572;118415099;345
2021;4035571640;118415099;260
2021;4129219726;118415099;206
2021;7118366798;118415099;179
2021;4037388106;118415099;61
2021;7127305566;118415099;301
2021;6049286982;118415099;11
2021;1027971036;118415099;267
2021;1110450472;118415099;280
2021;8107809974;118415099;163
2021;6018278554;118415099;103
2021;7027579944;118415099;9
2021;8036386538;118415099;345
2021;9017360836;118415099;317
2021;7027694596;118415099;362
2021;3107580336;118415099;319
2021;7037622522;118415099;276
2021;3060436916;118415099;204
2021;6028049252;118415099;173
2021;7066107336;118415099;350
2021;8105833106;118415099;110
2021;1128388188;118415099;29
2021;1098627576;118415099;207
2021;7027904682;118415099;332
2021;1026110660;118415099;53
2021;8088096890;118415099;50
2021;5089090922;118415099;266
2021;8087995580;118415099;354
2021;9078162818;118415099;314
2021;6027805110;118415099;110
2021;2077814458;118415099;104
2021;7026650736;118415099;95
2021;7047411072;118415099;93
2021;4078440464;118415099;66
2021;1049912278;118415099;336
2021;7080080792;118415099;223
2021;6089684400;118415099;195
2021;1079265042;118415099;118
2021;4097130950;118415099;329
2021;3086342054;118415099;71
2021;5037050738;118415099;163
2021;2027229606;118415099;48
2021;1057679776;118415099;171
2021;8036792246;118415099;90
2021;1086813800;118415099;93
2021;7066451584;118415099;263
2021;9080122896;118415099;3
2021;1076250758;118415099;76
2021;1078610208;118415099;86
2021;1049855762;118415099;273
2021;6127190954;118415099;328
2021;6107648602;118415099;361
2021;7038585692;118415099;91
2021;3075999956;118415099;201
2021;8049162370;118415099;187
2021;1039710690;118415099;313
2021;3128419232;118415099;126
2021;7036511930;118415099;243
2021;1128729494;118415099;54
2021;7120339428;118415099;273
2021;9079606870;118415099;237
2021;4127882230;118415099;33
2021;4068408842;118415099;347
2021;6068180854;118415099;331
2021;6066174514;118415099;284
2021;8026812960;118415099;61
2021;8076368264;118415099;149
2021;9049488852;118415099;190
2021;6029291680;118415099;34
2023;6038151772;118415099;215
2023;6016706512;118415099;331
2023;9057385152;118415099;7
2023;8085706034;118415099;11
2023;1076410334;118415099;239
2023;8108739192;118415099;120
2023;2048258614;118415099;95
2023;8118344654;118415099;360
2023;1109749712;118415099;91
2023;6039016554;118415099;337
2023;3066872504;118415099;183
2023;2106069436;118415099;16
2023;2106848400;118415099;355
2023;5098906012;118415099;260
2023;3059087112;118415099;341
2023;6099434904;118415099;281
2023;2020539330;118415099;35
2023;4117527390;118415099;293
2023;9116133410;118415099;94
2023;5108583588;118415099;341
2023;7118391166;118415099;242
2023;6099802564;118415099;364
2023;7018786586;118415099;69
2023;5128182152;118415099;334
2023;1096041508;118415099;89
2023;8087754260;118415099;115
2023;1109989730;118415099;163
2023;9118515608;118415099;246
2023;5088945034;118415099;195
2023;2126438978;118415099;21
2023;5028130350;118415099;86
2023;3127761274;118415099;93
2023;7046461602;118415099;110
2023;5078737458;118415099;49
2023;7089932284;118415099;185
2023;3046511234;118415099;243
2023;8037815728;118415099;165
2023;1078872706;118415099;192
2023;7047612080;118415099;345
2023;8069763978;118415099;314
2023;1089520082;118415099;71
2023;5088243752;118415099;52
2023;8076588078;118415099;43
2023;4037411698;118415099;195
2023;8128689208;118415099;125
2023;7066107336;118415099;171
2023;7076672094;118415099;356
2023;4045739990;118415099;298
2023;4088478356;118415099;9
2023;2118307508;118415099;176
2023;7127605748;118415099;87
2023;1067352708;118415099;216
2023;6090141772;118415099;182
2023;7099349368;118415099;349
2023;9036380760;118415099;310
2023;1027971036;118415099;36
2023;1098102430;118415099;336
2023;2096857486;118415099;261
2023;7039232444;118415099;71
2023;8098052612;118415099;302
2023;6068327194;118415099;18
2023;1016844140;118415099;216
2023;8126958124;118415099;273
2023;3017386258;118415099;2
2023;5098397790;118415099;364
2023;3116915440;118415099;33
2023;9048771580;118415099;61
2023;9087435994;118415099;97
2023;7038835012;118415099;318
2023;8048454715;118415099;231
2023;8087483245;118415099;278
2023;3046673617;118415099;14
2023;1037853993;118415099;274
2023;4038323856;118415099;46
2023;5068243845;118415099;320
2023;9060496009;118415099;305
2023;3065990632;118415099;30
2023;2016095435;118415099;53
2023;7128421470;118415099;121
2023;8099262053;118415099;269
2023;6077171427;118415099;338
2023;7028791996;118415099;82
2023;8017018892;118415099;363
2023;3087990930;118415099;248
2023;9027412949;118415099;6
2023;6058949686;118415099;288
2023;5048535266;118415099;316
2023;8047822464;118415099;14
2023;5088269394;118415099;108
2023;4019108666;118415099;1
2023;2026320813;118415099;129
2023;6046822469;118415099;59
2023;6097873420;118415099;269
2023;6116129951;118415099;205
2023;4087670441;118415099;6
2023;4129175291;118415099;314
2023;9117683604;118415099;286
2023;4078455978;118415099;152
2023;8118486214;118415099;114
2023;6017602684;118415099;20
2023;5097735625;118415099;285
2023;4066841145;118415099;92
2023;6048028876;118415099;248
2023;4047380482;118415099;272
2023;1118213821;118415099;210
2023;4069850246;118415099;158
2023;8116364941;118415099;305
2023;5120257520;118415099;197
2023;6087238739;118415099;59
2023;7097687800;118415099;12
2023;6038023492;118415099;302
2023;9078895351;118415099;184
2023;9048005518;118415099;330
2023;1058064590;118415099;53
2023;17025712673;118415099;112
2023;27029812541;118415099;78
2023;15109940934;118415099;21
2023;15039084685;118415099;75
2023;31105902955;118415099;49
2023;12087176060;118415099;164
2023;10058017529;118415099;137
2023;17038887007;118415099;43
2023;28076889439;118415099;137
2023;26097967048;118415099;22
2023;24056545614;118415099;242
2023;18106312587;118415099;164
2023;20088024682;118415099;198
2023;15118863594;118415099;44
2023;27065921518;118415099;328
2023;13106782649;118415099;271
2023;18108513125;118415099;13
2023;24098997361;118415099;110
2023;24059161879;118415099;343
2023;30047808547;118415099;255
2023;19088621291;118415099;253
2023;26049990295;118415099;282
2023;23106350556;118415099;242
2023;29087630433;118415099;101
2023;24048061306;118415099;56
2023;20018790145;118415099;164
2023;26057661129;118415099;121
2023;22108754366;118415099;173
2023;27118415591;118415099;30
2023;22066058531;118415099;334
2023;19067938734;118415099;25
2023;29057794453;118415099;122
2023;23056589690;118415099;360
2023;19027204802;118415099;108
2023;19118293988;118415099;156
2023;27097596437;118415099;166
2023;24088636869;118415099;104
2023;10097355969;118415099;2
2023;19010565919;118415099;109
2023;29046700257;118415099;299
2023;23117066486;118415099;269
2023;25059032432;118415099;120
2023;25039162978;118415099;247
2023;29049020530;118415099;279
2023;25056146960;118415099;302
2023;14098685589;118415099;325
2023;24059431637;118415099;110
2023;28040401189;118415099;271
2023;17019335459;118415099;274
2023;25019777545;118415099;160
2023;11046603680;118415099;156
2023;11038462326;118415099;216
2023;13017290929;118415099;296
2023;25066812759;118415099;107
2023;19047719202;118415099;157
2023;11117889828;118415099;186
2023;30056429786;118415099;7
2023;17078923590;118415099;358
2023;29018339368;118415099;70
2023;14108523821;118415099;188
2023;27057601647;118415099;57
2023;27049698437;118415099;190
2023;12046530360;118415099;11
2023;13106311243;118415099;46
2023;28069096435;118415099;147
2023;23010349900;118415099;186
2023;13097378509;118415099;309
2023;20010506198;118415099;276
2023;28096506778;118415099;13
2023;14058193863;118415099;363
2023;31039320935;118415099;31
2023;18077773834;118415099;92
2023;27048297208;118415099;257
2023;15066381260;118415099;67
2023;16047753494;118415099;51
2023;28078300616;118415099;57
2023;12027972076;118415099;338
2023;30118064621;118415099;33
2023;27109877214;118415099;263
2023;22097143214;118415099;201
2023;16028858583;118415099;338
2023;30069170731;118415099;73
2023;21019841495;118415099;316
2023;23026530980;118415099;34
2023;19109714119;118415099;137
2023;22037178063;118415099;207
2023;24018855701;118415099;312
2023;13028053005;118415099;353
2023;17108105621;118415099;49
2023;15068701002;118415099;361
2023;13127008967;118415099;78
2023;10115703664;118415099;228
2023;10058121834;118415099;13
2023;20076369595;118415099;138
2023;30035830660;118415099;322
2023;11099480810;118415099;320
2023;14028903607;118415099;341
2023;25058113292;118415099;277
2023;22088138218;118415099;124
2023;11058218275;118415099;125
2023;30097640559;118415099;77
2023;18119071612;118415099;103
2023;29048040844;118415099;214
2023;29077603873;118415099;331
2023;30086944053;118415099;121
2023;23126177334;118415099;269
2023;15036664475;118415099;219
2023;17097708037;118415099;185
2023;24026802965;118415099;341
2023;23107032456;118415099;118
2023;15069669073;118415099;278
2023;23046727592;118415099;173
2023;14127512743;118415099;14
2023;26067509097;118415099;293
2023;22018523889;118415099;30
2023;17077411793;118415099;129
2023;10087823930;118415099;231
2023;26106196757;118415099;2
2023;13017165054;118415099;354
2023;12067058990;118415099;12
2023;28048496716;118415099;298
2023;11099134104;118415099;175
2023;10105766642;118415099;216
2023;16048532082;118415099;213
2023;22019163420;118415099;58
2023;29048126692;118415099;123
2023;17076204992;118415099;363
2023;13129405772;118415099;290
2023;30117993448;118415099;220
2023;19060280666;118415099;353
2023;18078011770;118415099;181
2023;25069247952;118415099;305
2023;13018965254;118415099;328
2023;10037995874;118415099;253
2023;17056735928;118415099;246
2023;22038070308;118415099;337
2023;22066359352;118415099;80
2023;18118843938;118415099;120
2023;17096146862;118415099;348
2023;26015940404;118415099;45
2023;10018617828;118415099;290
2023;30096929030;118415099;255
2023;23076973860;118415099;181
2023;16066708098;118415099;257
2023;29087799504;118415099;269
2023;22047797466;118415099;73
2023;23116789892;118415099;180
2023;29128039442;118415099;140
2023;13058238656;118415099;190
2023;14029101350;118415099;353
2023;21095895820;118415099;290
2023;14126109194;118415099;141
2023;27057568336;118415099;168
2023;24058244304;118415099;214
2023;17107647378;118415099;22
2023;26108802352;118415099;49
2023;20126838680;118415099;249
2023;25019742496;118415099;266
2023;20129144206;118415099;325
2023;19037843304;118415099;168
2023;29059462520;118415099;26
2023;24037870834;118415099;294
2023;18119134942;118415099;168
2023;28075993366;118415099;121
2023;27018811180;118415099;263
2023;12058481906;118415099;281
2023;24069878342;118415099;180
2023;26058623568;118415099;266
2023;10036606326;118415099;348
2023;12120644988;118415099;111
2023;10097062048;118415099;223
2023;10080192772;118415099;132
2023;11060504278;118415099;213
2023;18026918488;118415099;189
2023;20028711132;118415099;86
2023;31059690674;118415099;149
2023;20096965876;118415099;60
2023;25106765384;118415099;126
2023;26037396544;118415099;9
2023;26088727384;118415099;267
2023;15036624462;118415099;313
2023;15077690104;118415099;221
2023;18078856654;118415099;227
2023;22118918974;118415099;157
2023;24028600782;118415099;111
2023;14099693032;118415099;59
2023;27079023202;118415099;287
2023;21047504650;118415099;158
2023;17116893622;118415099;99
2023;11098422744;118415099;309
2023;21078412090;118415099;5
2023;19039234664;118415099;19
2023;30096551000;118415099;145
2023;11067567348;118415099;207
2023;24038143508;118415099;324
2023;12057138566;118415099;354
2023;30046558620;118415099;6
2023;16015779016;118415099;221
2023;19060287346;118415099;44
2023;19030089920;118415099;335
2023;12098087288;118415099;101
2023;18128677126;118415099;125
2023;15105989152;118415099;172
2023;29018086970;118415099;338
2023;16056971956;118415099;114
2023;13037734088;118415099;125
2023;10096658298;118415099;257
2023;29039910826;118415099;208
2023;19068435062;118415099;296
2023;22070011270;118415099;115
2023;13066591216;118415099;256
2023;29118993220;118415099;350
2023;14115927756;118415099;216
2023;21095874802;118415099;107
2023;18109663300;118415099;233
2023;11048490324;118415099;138
2023;20098356802;118415099;20
2023;11107823420;118415099;190
2023;13029161566;118415099;264
2023;28048410258;118415099;55
2023;12076611784;118415099;202
2023;13106102320;118415099;209
2023;21060277112;118415099;100
2023;28106375234;118415099;242
2023;19028055982;118415099;246
2023;22076183634;118415099;67
2023;11039232864;118415099;96
2023;12096679778;118415099;110
2023;22057308652;118415099;343
2023;26117616410;118415099;81
2023;17018385370;118415099;113
2023;29017177226;118415099;165
2023;27039702680;118415099;239
2023;19109903494;118415099;92
2023;10027958926;118415099;62
2023;12128360132;118415099;2
2023;25068654264;118415099;305
2023;29017864456;118415099;106
2023;22038004224;118415099;279
2023;30047117868;118415099;254
2023;20048089236;118415099;135
2023;19059725658;118415099;345
2023;28010039910;118415099;166
2023;17047073752;118415099;299
2023;14067764250;118415099;213
2023;10107999144;118415099;264
2023;13088870974;118415099;314
2023;31037728458;118415099;267
2023;27116380828;118415099;15
2023;25029475016;118415099;87
2023;16047490762;118415099;168
2023;17029506992;118415099;331
2023;15058264184;118415099;285
2023;19067448268;118415099;160
2023;19068051664;118415099;61
2023;27128536474;118415099;54
2023;21078956414;118415099;316
2023;12116358954;118415099;8
2023;26048920362;118415099;118
2023;27038161792;118415099;60
2023;22070362244;118415099;15
2023;15079926438;118415099;8
2023;13037728458;118415099;240
2023;24127936082;118415099;26
2023;29077743062;118415099;40
2023;20059141858;118415099;18
2023;24056780366;118415099;44
2023;26118345548;118415099;337
2023;18058209734;118415099;208
2023;15019084250;118415099;247
2023;20040220236;118415099;191
2023;20050613802;118415099;229
2023;26036858408;118415099;173
2023;15118294170;118415099;119
2023;25109406406;118415099;289
2023;18098329572;118415099;303
2023;14029328720;118415099;76
2023;24127893676;118415099;244
2023;14048285954;118415099;62
2023;14028019104;118415099;160
2023;26077507826;118415099;268
2023;13098554302;118415099;146
2023;11078063040;118415099;49
2023;14087646072;118415099;132
2023;26128926914;118415099;350
2023;21035925980;118415099;150
2023;18067391920;118415099;160
2022;4116648002;118415099;13
2019;29069244000;118415099;144
2019;29087630433;118415099;199
2019;17037150134;118415099;161
2019;16037204850;118415099;231
2022;18057709954;118415099;213
2022;7108659692;118415099;99
2019;17058578054;118415099;231
2019;18057709954;118415099;277
2022;20088024682;118415099;262
2019;13027709711;118415099;175
2020;24079520789;118415099;201
2019;14080146763;118415099;235
2022;21117280247;118415099;38
2022;4066784562;118415099;146
2020;13017513624;118415099;332
2020;21117280247;118415099;232
2019;12098087288;118415099;324
2020;20129144206;118415099;108
2022;28118851512;118415099;48
2019;14126467628;118415099;36
2019;28118851512;118415099;138
2022;9066428116;118415099;196
2022;12027972076;118415099;158
2019;7108659692;118415099;119
2022;26099282848;118415099;194
2020;22055542518;118415099;353
2022;15088800824;118415099;47
2019;16049461444;118415099;234
2019;20129144206;118415099;40
2019;19097499598;118415099;312
2020;19097499598;118415099;310
2019;26099282848;118415099;295
2019;13017513624;118415099;207
2019;24036960142;118415099;357
2019;15057412412;118415099;291
2019;4069129459;118415099;47
2019;25037664628;118415099;327
2022;25037664628;118415099;336
2019;4066784562;118415099;108
2020;15088800824;118415099;307
2019;20088024682;118415099;35
2020;20088024682;118415099;250
2020;1076410334;118415099;55
2022;20129144206;118415099;89
2019;3110001058;118415099;31
2020;23047842296;118415099;164
2020;16049461444;118415099;75
2019;22107831789;118415099;289
2020;14126467628;118415099;110
2020;30126843283;118415099;86
2019;23047842296;118415099;38
2019;15036624462;118415099;246
2019;30126843283;118415099;324
2020;23080223066;155021271;44
2022;7060357144;155021271;96
2019;11095317198;155021271;213
2019;17027057032;155021271;101
2019;30069242586;155021271;118
2020;17028931360;155021271;36
2019;16115302694;155021271;16
2019;21066124009;155021271;46
2019;14096572815;155021271;50
2019;28047898300;155021271;186
2019;22076264858;155021271;252
2020;28024693632;155021271;99
2020;4108903863;155021271;306
2022;6036031062;155021271;208
2019;2096625169;155021271;218
2019;23056566588;155021271;325
2022;2096625169;155021271;244
2019;17047575922;155021271;107
2020;29109295294;155021271;57
2022;2067569953;155021271;303
2022;29087346948;155021271;217
2020;13108534918;155021271;254
2020;11107059992;155021271;247
2020;27108467218;155021271;345
2020;24078917002;155021271;257
2019;8028815016;155021271;308
2019;12115355754;155021271;91
2022;28047898300;155021271;337
2020;29087346948;155021271;128
2022;16067731237;155021271;294
2022;4108903863;155021271;206
2022;27085936009;155021271;232
2020;2096625169;155021271;182
2022;29109295294;155021271;348
2019;2067569953;155021271;55
2020;10029491078;155021271;199
2022;26046817401;155021271;268
2019;24058266848;155021271;73
2022;21066124009;155021271;268
2020;7085634692;155021271;145
2019;27108467218;155021271;201
2019;29109295294;155021271;353
2022;14018872884;155021271;335
2023;6026154212;155021271;277
2023;1129181573;155021271;71
2023;3119063245;155021271;107
2023;2105761830;155021271;295
2023;6026444682;155021271;76
2023;6068831608;155021271;4
2023;6069470639;155021271;340
2023;5116994661;155021271;260
