Kolonne1;id;work_id;sex;age;year_birth;work_percent;nace;region_code;region;date
92;16051978938;;Menn;4.0;2019;;;;;01.09.2023
93;5101971112;;Menn;4.0;2019;;;;;01.09.2023
94;27021958926;;Menn;4.0;2019;;;;;01.09.2023
95;18021952824;;Menn;4.0;2019;;;;;01.09.2023
96;15041976730;;Menn;4.0;2019;;;;;01.09.2023
97;27121904752;;Menn;4.0;2019;;;;;01.09.2023
98;12091941160;;Menn;4.0;2019;;;;;01.09.2023
99;4061950374;;Menn;4.0;2019;;;;;01.09.2023
100;3111921764;;Menn;4.0;2019;;;;;01.09.2023
101;4021973926;;Menn;4.0;2019;;;;;01.09.2023
102;28071920226;;Menn;4.0;2019;;;;;01.09.2023
103;1031928188;;Menn;4.0;2019;;;;;01.09.2023
104;23041976406;;Menn;4.0;2019;;;;;01.09.2023
105;25041938072;;Menn;4.0;2019;;;;;01.09.2023
106;4111904894;;Menn;4.0;2019;;;;;01.09.2023
107;1011935654;;Menn;4.0;2019;;;;;01.09.2023
108;18061970484;;Menn;4.0;2019;;;;;01.09.2023
109;13041969782;;Menn;4.0;2019;;;;;01.09.2023
110;12101951276;;Menn;4.0;2019;;;;;01.09.2023
111;5021917366;;Menn;4.0;2019;;;;;01.09.2023
112;5031933272;;Menn;4.0;2019;;;;;01.09.2023
113;14051987526;;Menn;4.0;2019;;;;;01.09.2023
114;19051945902;;Menn;4.0;2019;;;;;01.09.2023
115;3101941368;;Menn;4.0;2019;;;;;01.09.2023
116;24031911628;;Menn;4.0;2019;;;;;01.09.2023
117;5121913012;;Menn;4.0;2019;;;;;01.09.2023
118;28071923272;;Menn;4.0;2019;;;;;01.09.2023
119;6021910392;;Menn;4.0;2019;;;;;01.09.2023
120;27011971082;;Menn;4.0;2019;;;;;01.09.2023
121;2031909530;;Menn;4.0;2019;;;;;01.09.2023
122;1101969558;;Menn;4.0;2019;;;;;01.09.2023
123;21121948340;;Menn;4.0;2019;;;;;01.09.2023
124;20011987676;;Menn;4.0;2019;;;;;01.09.2023
125;24021947104;;Menn;4.0;2019;;;;;01.09.2023
126;7091963818;;Menn;4.0;2019;;;;;01.09.2023
127;7041901450;;Menn;4.0;2019;;;;;01.09.2023
128;19021927714;;Menn;4.0;2019;;;;;01.09.2023
129;27111962504;;Menn;4.0;2019;;;;;01.09.2023
130;2101953740;;Menn;4.0;2019;;;;;01.09.2023
131;30091974938;;Menn;4.0;2019;;;;;01.09.2023
132;9011915448;;Menn;4.0;2019;;;;;01.09.2023
133;15041960654;;Menn;4.0;2019;;;;;01.09.2023
134;5071932992;;Menn;4.0;2019;;;;;01.09.2023
135;28121962024;;Menn;4.0;2019;;;;;01.09.2023
136;21121977152;;Menn;4.0;2019;;;;;01.09.2023
137;24081980820;;Menn;4.0;2019;;;;;01.09.2023
138;22071994830;;Menn;4.0;2019;;;;;01.09.2023
139;1021918284;;Menn;4.0;2019;;;;;01.09.2023
140;28071923378;;Menn;4.0;2019;;;;;01.09.2023
141;4051943622;;Menn;4.0;2019;;;;;01.09.2023
142;9051909324;;Menn;4.0;2019;;;;;01.09.2023
143;13021937672;;Menn;4.0;2019;;;;;01.09.2023
144;9011953572;;Menn;4.0;2019;;;;;01.09.2023
145;29101963932;;Menn;4.0;2019;;;;;01.09.2023
146;16111965320;;Menn;4.0;2019;;;;;01.09.2023
147;30041922072;;Menn;4.0;2019;;;;;01.09.2023
148;8101903644;;Menn;4.0;2019;;;;;01.09.2023
149;13071957288;;Menn;4.0;2019;;;;;01.09.2023
150;8031978848;;Menn;4.0;2019;;;;;01.09.2023
151;29011975834;;Menn;4.0;2019;;;;;01.09.2023
152;30041997462;;Menn;4.0;2019;;;;;01.09.2023
153;3041937112;;Menn;4.0;2019;;;;;01.09.2023
154;29121977746;;Menn;4.0;2019;;;;;01.09.2023
155;21071948948;;Menn;4.0;2019;;;;;01.09.2023
156;25091982814;;Menn;4.0;2019;;;;;01.09.2023
157;18061967860;;Menn;4.0;2019;;;;;01.09.2023
158;6071496976;;Menn;9.0;2014;;;;;01.09.2023
159;21041818186;;Menn;5.0;2018;;;;;01.09.2023
160;15061550106;;Menn;8.0;2015;;;;;01.09.2023
161;16031814008;;Menn;5.0;2018;;;;;01.09.2023
162;7031405694;;Menn;9.0;2014;;;;;01.09.2023
163;24111787008;;Menn;6.0;2017;;;;;01.09.2023
164;30121494364;;Menn;9.0;2014;;;;;01.09.2023
165;30061682858;;Menn;7.0;2016;;;;;01.09.2023
166;27041763228;;Menn;6.0;2017;;;;;01.09.2023
167;31101502346;;Menn;8.0;2015;;;;;01.09.2023
168;29061774318;;Menn;6.0;2017;;;;;01.09.2023
169;17081641842;;Menn;7.0;2016;;;;;01.09.2023
170;29101447872;;Menn;9.0;2014;;;;;01.09.2023
171;8121523504;;Menn;8.0;2015;;;;;01.09.2023
172;14021433046;;Menn;9.0;2014;;;;;01.09.2023
173;20121807562;;Menn;5.0;2018;;;;;01.09.2023
174;30111582702;;Menn;8.0;2015;;;;;01.09.2023
175;5091587232;;Menn;8.0;2015;;;;;01.09.2023
176;6111549044;;Menn;8.0;2015;;;;;01.09.2023
177;24101548210;;Menn;8.0;2015;;;;;01.09.2023
178;29121423522;;Menn;9.0;2014;;;;;01.09.2023
179;21091498744;;Menn;9.0;2014;;;;;01.09.2023
180;7061721226;;Menn;6.0;2017;;;;;01.09.2023
181;8021815348;;Menn;5.0;2018;;;;;01.09.2023
182;20121509622;;Menn;8.0;2015;;;;;01.09.2023
183;28031430772;;Menn;9.0;2014;;;;;01.09.2023
184;21081688466;;Menn;7.0;2016;;;;;01.09.2023
185;6111634866;;Menn;7.0;2016;;;;;01.09.2023
186;12111678284;;Menn;7.0;2016;;;;;01.09.2023
187;9091678162;;Menn;7.0;2016;;;;;01.09.2023
188;16071438552;;Menn;9.0;2014;;;;;01.09.2023
189;25021502328;;Menn;8.0;2015;;;;;01.09.2023
190;24021433984;;Menn;9.0;2014;;;;;01.09.2023
191;31011798084;;Menn;6.0;2017;;;;;01.09.2023
192;5021481380;;Menn;9.0;2014;;;;;01.09.2023
193;3081426574;;Menn;9.0;2014;;;;;01.09.2023
194;15081873876;;Menn;5.0;2018;;;;;01.09.2023
195;16121624958;;Menn;7.0;2016;;;;;01.09.2023
196;18011412490;;Menn;9.0;2014;;;;;01.09.2023
197;5051671274;;Menn;7.0;2016;;;;;01.09.2023
198;29121654496;;Menn;7.0;2016;;;;;01.09.2023
199;10021488138;;Menn;9.0;2014;;;;;01.09.2023
200;23071471180;;Menn;9.0;2014;;;;;01.09.2023
201;28061730994;;Menn;6.0;2017;;;;;01.09.2023
202;7061749952;;Menn;6.0;2017;;;;;01.09.2023
203;14011443884;;Menn;9.0;2014;;;;;01.09.2023
204;5111594138;;Menn;8.0;2015;;;;;01.09.2023
205;6021601348;;Menn;7.0;2016;;;;;01.09.2023
206;3021638592;;Menn;7.0;2016;;;;;01.09.2023
207;10061811712;;Menn;5.0;2018;;;;;01.09.2023
208;16011779432;;Menn;6.0;2017;;;;;01.09.2023
209;30051669772;;Menn;7.0;2016;;;;;01.09.2023
210;12051854136;;Menn;5.0;2018;;;;;01.09.2023
211;8031558912;;Menn;8.0;2015;;;;;01.09.2023
212;17121710162;;Menn;6.0;2017;;;;;01.09.2023
213;16121833404;;Menn;5.0;2018;;;;;01.09.2023
214;11031403064;;Menn;9.0;2014;;;;;01.09.2023
215;1081786382;;Menn;6.0;2017;;;;;01.09.2023
216;19071606780;;Menn;7.0;2016;;;;;01.09.2023
217;1041660522;;Menn;7.0;2016;;;;;01.09.2023
218;14041476788;;Menn;9.0;2014;;;;;01.09.2023
219;23031594592;;Menn;8.0;2015;;;;;01.09.2023
220;2111633988;;Menn;7.0;2016;;;;;01.09.2023
221;6011794300;;Menn;6.0;2017;;;;;01.09.2023
222;27041763266;;Menn;6.0;2017;;;;;01.09.2023
223;27121710424;;Menn;6.0;2017;;;;;01.09.2023
224;16111687532;;Menn;7.0;2016;;;;;01.09.2023
225;27091680816;;Menn;7.0;2016;;;;;01.09.2023
226;21091718146;;Menn;6.0;2017;;;;;01.09.2023
227;22021478156;;Menn;9.0;2014;;;;;01.09.2023
228;5121575270;;Menn;8.0;2015;;;;;01.09.2023
229;21091774562;;Menn;6.0;2017;;;;;01.09.2023
230;1021442248;;Menn;9.0;2014;;;;;01.09.2023
231;1121646706;;Menn;7.0;2016;;;;;01.09.2023
232;15121405204;;Menn;9.0;2014;;;;;01.09.2023
233;20051424090;;Menn;9.0;2014;;;;;01.09.2023
234;26101448536;;Menn;9.0;2014;;;;;01.09.2023
235;2071702868;;Menn;6.0;2017;;;;;01.09.2023
236;6061718772;;Menn;6.0;2017;;;;;01.09.2023
237;28041659332;;Menn;7.0;2016;;;;;01.09.2023
238;1061401448;;Menn;9.0;2014;;;;;01.09.2023
239;25111569254;;Menn;8.0;2015;;;;;01.09.2023
240;11061558650;;Menn;8.0;2015;;;;;01.09.2023
241;18121452296;;Menn;9.0;2014;;;;;01.09.2023
242;3071730418;;Menn;6.0;2017;;;;;01.09.2023
243;27071798284;;Menn;6.0;2017;;;;;01.09.2023
244;23081623266;;Menn;7.0;2016;;;;;01.09.2023
245;22111606904;;Menn;7.0;2016;;;;;01.09.2023
246;19091680124;;Menn;7.0;2016;;;;;01.09.2023
247;5011855930;;Menn;5.0;2018;;;;;01.09.2023
248;22071432176;;Menn;9.0;2014;;;;;01.09.2023
249;14011893302;;Menn;5.0;2018;;;;;01.09.2023
250;25041840146;;Menn;5.0;2018;;;;;01.09.2023
251;9071767660;;Menn;6.0;2017;;;;;01.09.2023
252;8031497844;;Menn;9.0;2014;;;;;01.09.2023
253;9061449112;;Menn;9.0;2014;;;;;01.09.2023
254;21051418144;;Menn;9.0;2014;;;;;01.09.2023
255;22011578592;;Menn;8.0;2015;;;;;01.09.2023
256;28061867154;;Menn;5.0;2018;;;;;01.09.2023
257;8121415640;;Menn;9.0;2014;;;;;01.09.2023
258;12091621292;;Menn;7.0;2016;;;;;01.09.2023
259;22081868014;;Menn;5.0;2018;;;;;01.09.2023
260;19041864958;;Menn;5.0;2018;;;;;01.09.2023
261;14011501066;;Menn;8.0;2015;;;;;01.09.2023
262;12071696580;;Menn;7.0;2016;;;;;01.09.2023
263;3051863336;;Menn;5.0;2018;;;;;01.09.2023
264;13011872076;;Menn;5.0;2018;;;;;01.09.2023
265;25061676320;;Menn;7.0;2016;;;;;01.09.2023
266;15081695496;;Menn;7.0;2016;;;;;01.09.2023
267;8081791110;;Menn;6.0;2017;;;;;01.09.2023
268;22071419292;;Menn;9.0;2014;;;;;01.09.2023
269;26071496234;;Menn;9.0;2014;;;;;01.09.2023
270;29091785468;;Menn;6.0;2017;;;;;01.09.2023
271;7011465526;;Menn;9.0;2014;;;;;01.09.2023
272;7081462334;;Menn;9.0;2014;;;;;01.09.2023
273;25091422556;;Menn;9.0;2014;;;;;01.09.2023
274;11041590432;;Menn;8.0;2015;;;;;01.09.2023
275;27111475454;;Menn;9.0;2014;;;;;01.09.2023
276;27061719512;;Menn;6.0;2017;;;;;01.09.2023
277;21091810264;;Menn;5.0;2018;;;;;01.09.2023
278;12051734174;;Menn;6.0;2017;;;;;01.09.2023
279;21091434128;;Menn;9.0;2014;;;;;01.09.2023
280;19041750864;;Menn;6.0;2017;;;;;01.09.2023
281;24051794912;;Menn;6.0;2017;;;;;01.09.2023
282;14071739048;;Menn;6.0;2017;;;;;01.09.2023
283;23011542746;;Menn;8.0;2015;;;;;01.09.2023
284;13051694826;;Menn;7.0;2016;;;;;01.09.2023
285;2041731784;;Menn;6.0;2017;;;;;01.09.2023
286;22031618928;;Menn;7.0;2016;;;;;01.09.2023
287;3101413254;;Menn;9.0;2014;;;;;01.09.2023
288;28011771596;;Menn;6.0;2017;;;;;01.09.2023
289;19121685338;;Menn;7.0;2016;;;;;01.09.2023
290;30051479780;;Menn;9.0;2014;;;;;01.09.2023
291;8101782886;;Menn;6.0;2017;;;;;01.09.2023
292;17111585118;;Menn;8.0;2015;;;;;01.09.2023
293;12031627326;;Menn;7.0;2016;;;;;01.09.2023
294;15091454820;;Menn;9.0;2014;;;;;01.09.2023
295;21051492152;;Menn;9.0;2014;;;;;01.09.2023
296;11101787784;;Menn;6.0;2017;;;;;01.09.2023
297;19091744670;;Menn;6.0;2017;;;;;01.09.2023
298;11101762078;;Menn;6.0;2017;;;;;01.09.2023
299;15121635402;;Menn;7.0;2016;;;;;01.09.2023
300;29041530700;;Menn;8.0;2015;;;;;01.09.2023
301;22111728534;;Menn;6.0;2017;;;;;01.09.2023
302;20111562892;;Menn;8.0;2015;;;;;01.09.2023
303;10121625996;;Menn;7.0;2016;;;;;01.09.2023
304;15031816806;;Menn;5.0;2018;;;;;01.09.2023
305;11091693956;;Menn;7.0;2016;;;;;01.09.2023
306;28121478690;;Menn;9.0;2014;;;;;01.09.2023
307;22111497868;;Menn;9.0;2014;;;;;01.09.2023
308;18021612228;;Menn;7.0;2016;;;;;01.09.2023
309;1061801936;;Menn;5.0;2018;;;;;01.09.2023
310;23041472080;;Menn;9.0;2014;;;;;01.09.2023
311;3051747202;;Menn;6.0;2017;;;;;01.09.2023
312;28121743662;;Menn;6.0;2017;;;;;01.09.2023
313;26091631654;;Menn;7.0;2016;;;;;01.09.2023
314;25091837310;;Menn;5.0;2018;;;;;01.09.2023
315;24101711338;;Menn;6.0;2017;;;;;01.09.2023
316;6121695434;;Menn;7.0;2016;;;;;01.09.2023
317;23041466314;;Menn;9.0;2014;;;;;01.09.2023
318;28111620366;;Menn;7.0;2016;;;;;01.09.2023
319;21081632328;;Menn;7.0;2016;;;;;01.09.2023
320;6081807522;;Menn;5.0;2018;;;;;01.09.2023
321;14041586264;;Menn;8.0;2015;;;;;01.09.2023
322;11091677886;;Menn;7.0;2016;;;;;01.09.2023
323;21011742468;;Menn;6.0;2017;;;;;01.09.2023
324;18051569586;;Menn;8.0;2015;;;;;01.09.2023
325;25011752552;;Menn;6.0;2017;;;;;01.09.2023
326;22111871054;;Menn;5.0;2018;;;;;01.09.2023
327;8051741304;;Menn;6.0;2017;;;;;01.09.2023
328;6041858592;;Menn;5.0;2018;;;;;01.09.2023
329;14041734504;;Menn;6.0;2017;;;;;01.09.2023
330;26031755166;;Menn;6.0;2017;;;;;01.09.2023
331;20051502992;;Menn;8.0;2015;;;;;01.09.2023
332;17101559634;;Menn;8.0;2015;;;;;01.09.2023
333;24061433620;;Menn;9.0;2014;;;;;01.09.2023
334;13121422586;;Menn;9.0;2014;;;;;01.09.2023
335;7051791578;;Menn;6.0;2017;;;;;01.09.2023
336;7091872780;;Menn;5.0;2018;;;;;01.09.2023
337;16111862766;;Menn;5.0;2018;;;;;01.09.2023
338;23101440480;;Menn;9.0;2014;;;;;01.09.2023
339;6071893842;;Menn;5.0;2018;;;;;01.09.2023
340;6121665562;;Menn;7.0;2016;;;;;01.09.2023
341;10101417776;;Menn;9.0;2014;;;;;01.09.2023
342;31011659764;;Menn;7.0;2016;;;;;01.09.2023
343;29111550308;;Menn;8.0;2015;;;;;01.09.2023
344;17011523834;;Menn;8.0;2015;;;;;01.09.2023
345;21061520778;;Menn;8.0;2015;;;;;01.09.2023
346;28081663254;;Menn;7.0;2016;;;;;01.09.2023
347;29121503866;;Menn;8.0;2015;;;;;01.09.2023
348;22051451142;;Menn;9.0;2014;;;;;01.09.2023
349;27011857986;;Menn;5.0;2018;;;;;01.09.2023
350;25061730138;;Menn;6.0;2017;;;;;01.09.2023
351;30081496290;;Menn;9.0;2014;;;;;01.09.2023
352;20101786106;;Menn;6.0;2017;;;;;01.09.2023
353;7061599872;;Menn;8.0;2015;;;;;01.09.2023
354;20071548052;;Menn;8.0;2015;;;;;01.09.2023
355;2041405866;;Menn;9.0;2014;;;;;01.09.2023
356;6061666506;;Menn;7.0;2016;;;;;01.09.2023
357;3011649332;;Menn;7.0;2016;;;;;01.09.2023
358;23011786484;;Menn;6.0;2017;;;;;01.09.2023
359;15041491714;;Menn;9.0;2014;;;;;01.09.2023
360;27121599106;;Menn;8.0;2015;;;;;01.09.2023
361;8071566286;;Menn;8.0;2015;;;;;01.09.2023
362;13101488568;;Menn;9.0;2014;;;;;01.09.2023
363;17101876336;;Menn;5.0;2018;;;;;01.09.2023
364;7011480108;;Menn;9.0;2014;;;;;01.09.2023
365;9111835598;;Menn;5.0;2018;;;;;01.09.2023
366;25081771656;;Menn;6.0;2017;;;;;01.09.2023
367;15061665444;;Menn;7.0;2016;;;;;01.09.2023
368;15051753072;;Menn;6.0;2017;;;;;01.09.2023
369;22041454738;;Menn;9.0;2014;;;;;01.09.2023
370;26051587778;;Menn;8.0;2015;;;;;01.09.2023
371;8111510550;;Menn;8.0;2015;;;;;01.09.2023
372;9101502430;;Menn;8.0;2015;;;;;01.09.2023
373;14041687820;;Menn;7.0;2016;;;;;01.09.2023
374;21081495508;;Menn;9.0;2014;;;;;01.09.2023
375;31101730134;;Menn;6.0;2017;;;;;01.09.2023
376;11101474862;;Menn;9.0;2014;;;;;01.09.2023
377;15051809716;;Menn;5.0;2018;;;;;01.09.2023
378;3121498312;;Menn;9.0;2014;;;;;01.09.2023
379;5121715024;;Menn;6.0;2017;;;;;01.09.2023
380;29121656170;;Menn;7.0;2016;;;;;01.09.2023
381;19051605120;;Menn;7.0;2016;;;;;01.09.2023
382;3051705898;;Menn;6.0;2017;;;;;01.09.2023
383;22071552132;;Menn;8.0;2015;;;;;01.09.2023
384;30061657418;;Menn;7.0;2016;;;;;01.09.2023
385;14061474108;;Menn;9.0;2014;;;;;01.09.2023
386;27021741310;;Menn;6.0;2017;;;;;01.09.2023
387;11051672526;;Menn;7.0;2016;;;;;01.09.2023
388;24121565236;;Menn;8.0;2015;;;;;01.09.2023
389;17091784630;;Menn;6.0;2017;;;;;01.09.2023
390;22031790912;;Menn;6.0;2017;;;;;01.09.2023
391;26111553518;;Menn;8.0;2015;;;;;01.09.2023
392;14031833762;;Menn;5.0;2018;;;;;01.09.2023
393;13021455136;;Menn;9.0;2014;;;;;01.09.2023
394;27041517642;;Menn;8.0;2015;;;;;01.09.2023
395;25071783752;;Menn;6.0;2017;;;;;01.09.2023
396;8061802030;;Menn;5.0;2018;;;;;01.09.2023
397;17091822640;;Menn;5.0;2018;;;;;01.09.2023
398;23011556958;;Menn;8.0;2015;;;;;01.09.2023
399;8081586646;;Menn;8.0;2015;;;;;01.09.2023
400;30121409984;;Menn;9.0;2014;;;;;01.09.2023
401;16081555782;;Menn;8.0;2015;;;;;01.09.2023
402;31071531518;;Menn;8.0;2015;;;;;01.09.2023
403;9101612756;;Menn;7.0;2016;;;;;01.09.2023
404;21091402794;;Menn;9.0;2014;;;;;01.09.2023
405;12081817674;;Menn;5.0;2018;;;;;01.09.2023
406;22101581342;;Menn;8.0;2015;;;;;01.09.2023
407;30121800584;;Menn;5.0;2018;;;;;01.09.2023
408;21061769222;;Menn;6.0;2017;;;;;01.09.2023
409;9021749060;;Menn;6.0;2017;;;;;01.09.2023
410;7021715492;;Menn;6.0;2017;;;;;01.09.2023
411;6041718952;;Menn;6.0;2017;;;;;01.09.2023
412;8101465738;;Menn;9.0;2014;;;;;01.09.2023
413;11051774976;;Menn;6.0;2017;;;;;01.09.2023
414;12081468336;;Menn;9.0;2014;;;;;01.09.2023
415;27061685982;;Menn;7.0;2016;;;;;01.09.2023
416;31071690944;;Menn;7.0;2016;;;;;01.09.2023
417;24051879172;;Menn;5.0;2018;;;;;01.09.2023
418;27051718878;;Menn;6.0;2017;;;;;01.09.2023
419;3031691714;;Menn;7.0;2016;;;;;01.09.2023
420;20081644570;;Menn;7.0;2016;;;;;01.09.2023
421;28101725382;;Menn;6.0;2017;;;;;01.09.2023
422;7021482044;;Menn;9.0;2014;;;;;01.09.2023
423;28111475344;;Menn;9.0;2014;;;;;01.09.2023
424;23031666354;;Menn;7.0;2016;;;;;01.09.2023
425;3081513770;;Menn;8.0;2015;;;;;01.09.2023
426;8041607756;;Menn;7.0;2016;;;;;01.09.2023
427;28021761390;;Menn;6.0;2017;;;;;01.09.2023
428;17061653006;;Menn;7.0;2016;;;;;01.09.2023
429;25041583176;;Menn;8.0;2015;;;;;01.09.2023
430;13071699082;;Menn;7.0;2016;;;;;01.09.2023
431;3081407348;;Menn;9.0;2014;;;;;01.09.2023
432;26021529502;;Menn;8.0;2015;;;;;01.09.2023
433;13091792514;;Menn;6.0;2017;;;;;01.09.2023
434;13091579150;;Menn;8.0;2015;;;;;01.09.2023
435;15091441472;;Menn;9.0;2014;;;;;01.09.2023
436;7101508214;;Menn;8.0;2015;;;;;01.09.2023
437;1041758934;;Menn;6.0;2017;;;;;01.09.2023
438;26061792030;;Menn;6.0;2017;;;;;01.09.2023
439;4041598808;;Menn;8.0;2015;;;;;01.09.2023
440;10091428156;;Menn;9.0;2014;;;;;01.09.2023
441;22051604364;;Menn;7.0;2016;;;;;01.09.2023
442;9061836788;;Menn;5.0;2018;;;;;01.09.2023
443;30061631084;;Menn;7.0;2016;;;;;01.09.2023
444;2081511316;;Menn;8.0;2015;;;;;01.09.2023
445;10111441372;;Menn;9.0;2014;;;;;01.09.2023
446;8091729800;;Menn;6.0;2017;;;;;01.09.2023
447;23061646998;;Menn;7.0;2016;;;;;01.09.2023
448;13071724544;;Menn;6.0;2017;;;;;01.09.2023
449;8081454166;;Menn;9.0;2014;;;;;01.09.2023
450;1011516392;;Menn;8.0;2015;;;;;01.09.2023
451;18081855496;;Menn;5.0;2018;;;;;01.09.2023
452;12011874064;;Menn;5.0;2018;;;;;01.09.2023
453;14021583190;;Menn;8.0;2015;;;;;01.09.2023
454;9021647552;;Menn;7.0;2016;;;;;01.09.2023
455;7101469650;;Menn;9.0;2014;;;;;01.09.2023
456;7071463828;;Menn;9.0;2014;;;;;01.09.2023
457;5101630948;;Menn;7.0;2016;;;;;01.09.2023
458;23021407440;;Menn;9.0;2014;;;;;01.09.2023
459;13081773236;;Menn;6.0;2017;;;;;01.09.2023
460;22021872678;;Menn;5.0;2018;;;;;01.09.2023
461;11081699952;;Menn;7.0;2016;;;;;01.09.2023
462;9091479012;;Menn;9.0;2014;;;;;01.09.2023
463;15021811190;;Menn;5.0;2018;;;;;01.09.2023
