Kolonne1;id;work_id;sex;age;year_birth;work_percent;nace;region_code;region;date
120;6021910392;;Menn;1.0;2019;;;;;01.09.2020
121;27011971082;;Menn;1.0;2019;;;;;01.09.2020
122;2031909530;;Menn;1.0;2019;;;;;01.09.2020
123;1101969558;;Menn;1.0;2019;;;;;01.09.2020
124;21121948340;;Menn;1.0;2019;;;;;01.09.2020
125;20011987676;;Menn;1.0;2019;;;;;01.09.2020
126;24021947104;;Menn;1.0;2019;;;;;01.09.2020
127;7091963818;;Menn;1.0;2019;;;;;01.09.2020
128;7041901450;;Menn;1.0;2019;;;;;01.09.2020
129;19021927714;;Menn;1.0;2019;;;;;01.09.2020
130;27111962504;;Menn;1.0;2019;;;;;01.09.2020
131;2101953740;;Menn;1.0;2019;;;;;01.09.2020
132;30091974938;;Menn;1.0;2019;;;;;01.09.2020
133;9011915448;;Menn;1.0;2019;;;;;01.09.2020
134;15041960654;;Menn;1.0;2019;;;;;01.09.2020
135;5071932992;;Menn;1.0;2019;;;;;01.09.2020
136;28121962024;;Menn;1.0;2019;;;;;01.09.2020
137;21121977152;;Menn;1.0;2019;;;;;01.09.2020
138;24081980820;;Menn;1.0;2019;;;;;01.09.2020
139;22071994830;;Menn;1.0;2019;;;;;01.09.2020
140;1021918284;;Menn;1.0;2019;;;;;01.09.2020
141;28071923378;;Menn;1.0;2019;;;;;01.09.2020
142;4051943622;;Menn;1.0;2019;;;;;01.09.2020
143;9051909324;;Menn;1.0;2019;;;;;01.09.2020
144;13021937672;;Menn;1.0;2019;;;;;01.09.2020
145;9011953572;;Menn;1.0;2019;;;;;01.09.2020
146;29101963932;;Menn;1.0;2019;;;;;01.09.2020
147;16111965320;;Menn;1.0;2019;;;;;01.09.2020
148;30041922072;;Menn;1.0;2019;;;;;01.09.2020
149;8101903644;;Menn;1.0;2019;;;;;01.09.2020
150;13071957288;;Menn;1.0;2019;;;;;01.09.2020
151;8031978848;;Menn;1.0;2019;;;;;01.09.2020
152;29011975834;;Menn;1.0;2019;;;;;01.09.2020
153;30041997462;;Menn;1.0;2019;;;;;01.09.2020
154;3041937112;;Menn;1.0;2019;;;;;01.09.2020
155;29121977746;;Menn;1.0;2019;;;;;01.09.2020
156;21071948948;;Menn;1.0;2019;;;;;01.09.2020
157;25091982814;;Menn;1.0;2019;;;;;01.09.2020
158;18061967860;;Menn;1.0;2019;;;;;01.09.2020
159;6071496976;;Menn;6.0;2014;;;;;01.09.2020
160;21041818186;;Menn;2.0;2018;;;;;01.09.2020
161;15061550106;;Menn;5.0;2015;;;;;01.09.2020
162;16031814008;;Menn;2.0;2018;;;;;01.09.2020
163;7031405694;;Menn;6.0;2014;;;;;01.09.2020
164;24111787008;;Menn;3.0;2017;;;;;01.09.2020
165;30121494364;;Menn;6.0;2014;;;;;01.09.2020
166;30061682858;;Menn;4.0;2016;;;;;01.09.2020
167;27041763228;;Menn;3.0;2017;;;;;01.09.2020
168;31101502346;;Menn;5.0;2015;;;;;01.09.2020
169;29061774318;;Menn;3.0;2017;;;;;01.09.2020
170;17081641842;;Menn;4.0;2016;;;;;01.09.2020
171;29101447872;;Menn;6.0;2014;;;;;01.09.2020
172;8121523504;;Menn;5.0;2015;;;;;01.09.2020
173;14021433046;;Menn;6.0;2014;;;;;01.09.2020
174;20121807562;;Menn;2.0;2018;;;;;01.09.2020
175;30111582702;;Menn;5.0;2015;;;;;01.09.2020
176;5091587232;;Menn;5.0;2015;;;;;01.09.2020
177;6111549044;;Menn;5.0;2015;;;;;01.09.2020
178;24101548210;;Menn;5.0;2015;;;;;01.09.2020
179;29121423522;;Menn;6.0;2014;;;;;01.09.2020
180;21091498744;;Menn;6.0;2014;;;;;01.09.2020
181;7061721226;;Menn;3.0;2017;;;;;01.09.2020
182;8021815348;;Menn;2.0;2018;;;;;01.09.2020
183;20121509622;;Menn;5.0;2015;;;;;01.09.2020
184;28031430772;;Menn;6.0;2014;;;;;01.09.2020
185;21081688466;;Menn;4.0;2016;;;;;01.09.2020
186;6111634866;;Menn;4.0;2016;;;;;01.09.2020
187;12111678284;;Menn;4.0;2016;;;;;01.09.2020
188;9091678162;;Menn;4.0;2016;;;;;01.09.2020
189;16071438552;;Menn;6.0;2014;;;;;01.09.2020
190;25021502328;;Menn;5.0;2015;;;;;01.09.2020
191;24021433984;;Menn;6.0;2014;;;;;01.09.2020
192;31011798084;;Menn;3.0;2017;;;;;01.09.2020
193;5021481380;;Menn;6.0;2014;;;;;01.09.2020
194;3081426574;;Menn;6.0;2014;;;;;01.09.2020
195;15081873876;;Menn;2.0;2018;;;;;01.09.2020
196;16121624958;;Menn;4.0;2016;;;;;01.09.2020
197;18011412490;;Menn;6.0;2014;;;;;01.09.2020
198;5051671274;;Menn;4.0;2016;;;;;01.09.2020
199;29121654496;;Menn;4.0;2016;;;;;01.09.2020
200;10021488138;;Menn;6.0;2014;;;;;01.09.2020
201;23071471180;;Menn;6.0;2014;;;;;01.09.2020
202;28061730994;;Menn;3.0;2017;;;;;01.09.2020
203;7061749952;;Menn;3.0;2017;;;;;01.09.2020
204;14011443884;;Menn;6.0;2014;;;;;01.09.2020
205;5111594138;;Menn;5.0;2015;;;;;01.09.2020
206;6021601348;;Menn;4.0;2016;;;;;01.09.2020
207;3021638592;;Menn;4.0;2016;;;;;01.09.2020
208;10061811712;;Menn;2.0;2018;;;;;01.09.2020
209;16011779432;;Menn;3.0;2017;;;;;01.09.2020
210;30051669772;;Menn;4.0;2016;;;;;01.09.2020
211;12051854136;;Menn;2.0;2018;;;;;01.09.2020
212;8031558912;;Menn;5.0;2015;;;;;01.09.2020
213;17121710162;;Menn;3.0;2017;;;;;01.09.2020
214;6061757764;;Menn;3.0;2017;;;;;01.09.2020
215;16121833404;;Menn;2.0;2018;;;;;01.09.2020
216;11031403064;;Menn;6.0;2014;;;;;01.09.2020
217;1081786382;;Menn;3.0;2017;;;;;01.09.2020
218;19071606780;;Menn;4.0;2016;;;;;01.09.2020
219;1041660522;;Menn;4.0;2016;;;;;01.09.2020
220;14041476788;;Menn;6.0;2014;;;;;01.09.2020
221;23031594592;;Menn;5.0;2015;;;;;01.09.2020
222;2111633988;;Menn;4.0;2016;;;;;01.09.2020
223;6011794300;;Menn;3.0;2017;;;;;01.09.2020
224;27041763266;;Menn;3.0;2017;;;;;01.09.2020
225;27121710424;;Menn;3.0;2017;;;;;01.09.2020
226;16111687532;;Menn;4.0;2016;;;;;01.09.2020
227;27091680816;;Menn;4.0;2016;;;;;01.09.2020
228;21091718146;;Menn;3.0;2017;;;;;01.09.2020
229;22021478156;;Menn;6.0;2014;;;;;01.09.2020
230;5121575270;;Menn;5.0;2015;;;;;01.09.2020
231;21091774562;;Menn;3.0;2017;;;;;01.09.2020
232;1021442248;;Menn;6.0;2014;;;;;01.09.2020
233;1121646706;;Menn;4.0;2016;;;;;01.09.2020
234;15121405204;;Menn;6.0;2014;;;;;01.09.2020
235;20051424090;;Menn;6.0;2014;;;;;01.09.2020
236;26101448536;;Menn;6.0;2014;;;;;01.09.2020
237;2071702868;;Menn;3.0;2017;;;;;01.09.2020
238;6061718772;;Menn;3.0;2017;;;;;01.09.2020
239;28041659332;;Menn;4.0;2016;;;;;01.09.2020
240;1061401448;;Menn;6.0;2014;;;;;01.09.2020
241;25111569254;;Menn;5.0;2015;;;;;01.09.2020
242;11061558650;;Menn;5.0;2015;;;;;01.09.2020
243;18121452296;;Menn;6.0;2014;;;;;01.09.2020
244;3071730418;;Menn;3.0;2017;;;;;01.09.2020
245;27071798284;;Menn;3.0;2017;;;;;01.09.2020
246;23081623266;;Menn;4.0;2016;;;;;01.09.2020
247;22111606904;;Menn;4.0;2016;;;;;01.09.2020
248;19091680124;;Menn;4.0;2016;;;;;01.09.2020
249;5011855930;;Menn;2.0;2018;;;;;01.09.2020
250;22071432176;;Menn;6.0;2014;;;;;01.09.2020
251;14011893302;;Menn;2.0;2018;;;;;01.09.2020
252;25041840146;;Menn;2.0;2018;;;;;01.09.2020
253;9071767660;;Menn;3.0;2017;;;;;01.09.2020
254;8031497844;;Menn;6.0;2014;;;;;01.09.2020
255;9061449112;;Menn;6.0;2014;;;;;01.09.2020
256;21051418144;;Menn;6.0;2014;;;;;01.09.2020
257;22011578592;;Menn;5.0;2015;;;;;01.09.2020
258;28061867154;;Menn;2.0;2018;;;;;01.09.2020
259;8121415640;;Menn;6.0;2014;;;;;01.09.2020
260;12091621292;;Menn;4.0;2016;;;;;01.09.2020
261;22081868014;;Menn;2.0;2018;;;;;01.09.2020
262;19041864958;;Menn;2.0;2018;;;;;01.09.2020
263;14011501066;;Menn;5.0;2015;;;;;01.09.2020
264;12071696580;;Menn;4.0;2016;;;;;01.09.2020
265;3051863336;;Menn;2.0;2018;;;;;01.09.2020
266;13011872076;;Menn;2.0;2018;;;;;01.09.2020
267;25061676320;;Menn;4.0;2016;;;;;01.09.2020
268;15081695496;;Menn;4.0;2016;;;;;01.09.2020
269;8081791110;;Menn;3.0;2017;;;;;01.09.2020
270;22071419292;;Menn;6.0;2014;;;;;01.09.2020
271;26071496234;;Menn;6.0;2014;;;;;01.09.2020
272;29091785468;;Menn;3.0;2017;;;;;01.09.2020
273;7011465526;;Menn;6.0;2014;;;;;01.09.2020
274;7081462334;;Menn;6.0;2014;;;;;01.09.2020
275;25091422556;;Menn;6.0;2014;;;;;01.09.2020
276;11041590432;;Menn;5.0;2015;;;;;01.09.2020
277;27111475454;;Menn;6.0;2014;;;;;01.09.2020
278;27061719512;;Menn;3.0;2017;;;;;01.09.2020
279;21091810264;;Menn;2.0;2018;;;;;01.09.2020
280;12051734174;;Menn;3.0;2017;;;;;01.09.2020
281;21091434128;;Menn;6.0;2014;;;;;01.09.2020
282;19041750864;;Menn;3.0;2017;;;;;01.09.2020
283;24051794912;;Menn;3.0;2017;;;;;01.09.2020
284;14071739048;;Menn;3.0;2017;;;;;01.09.2020
285;23011542746;;Menn;5.0;2015;;;;;01.09.2020
286;13051694826;;Menn;4.0;2016;;;;;01.09.2020
287;2041731784;;Menn;3.0;2017;;;;;01.09.2020
288;22031618928;;Menn;4.0;2016;;;;;01.09.2020
289;3101413254;;Menn;6.0;2014;;;;;01.09.2020
290;19121685338;;Menn;4.0;2016;;;;;01.09.2020
291;30051479780;;Menn;6.0;2014;;;;;01.09.2020
292;8101782886;;Menn;3.0;2017;;;;;01.09.2020
293;17111585118;;Menn;5.0;2015;;;;;01.09.2020
294;12031627326;;Menn;4.0;2016;;;;;01.09.2020
295;15091454820;;Menn;6.0;2014;;;;;01.09.2020
296;21051492152;;Menn;6.0;2014;;;;;01.09.2020
297;11101787784;;Menn;3.0;2017;;;;;01.09.2020
298;19091744670;;Menn;3.0;2017;;;;;01.09.2020
299;11101762078;;Menn;3.0;2017;;;;;01.09.2020
300;15121635402;;Menn;4.0;2016;;;;;01.09.2020
301;29041530700;;Menn;5.0;2015;;;;;01.09.2020
302;22111728534;;Menn;3.0;2017;;;;;01.09.2020
303;20111562892;;Menn;5.0;2015;;;;;01.09.2020
304;10121625996;;Menn;4.0;2016;;;;;01.09.2020
305;15031816806;;Menn;2.0;2018;;;;;01.09.2020
306;11091693956;;Menn;4.0;2016;;;;;01.09.2020
307;28121478690;;Menn;6.0;2014;;;;;01.09.2020
308;22111497868;;Menn;6.0;2014;;;;;01.09.2020
309;18021612228;;Menn;4.0;2016;;;;;01.09.2020
310;1061801936;;Menn;2.0;2018;;;;;01.09.2020
311;23041472080;;Menn;6.0;2014;;;;;01.09.2020
312;3051747202;;Menn;3.0;2017;;;;;01.09.2020
313;28121743662;;Menn;3.0;2017;;;;;01.09.2020
314;26091631654;;Menn;4.0;2016;;;;;01.09.2020
315;25091837310;;Menn;2.0;2018;;;;;01.09.2020
316;24101711338;;Menn;3.0;2017;;;;;01.09.2020
317;6121695434;;Menn;4.0;2016;;;;;01.09.2020
318;23041466314;;Menn;6.0;2014;;;;;01.09.2020
319;28111620366;;Menn;4.0;2016;;;;;01.09.2020
320;21081632328;;Menn;4.0;2016;;;;;01.09.2020
321;6081807522;;Menn;2.0;2018;;;;;01.09.2020
322;14041586264;;Menn;5.0;2015;;;;;01.09.2020
323;11091677886;;Menn;4.0;2016;;;;;01.09.2020
324;21011742468;;Menn;3.0;2017;;;;;01.09.2020
325;18051569586;;Menn;5.0;2015;;;;;01.09.2020
326;25011752552;;Menn;3.0;2017;;;;;01.09.2020
327;22111871054;;Menn;2.0;2018;;;;;01.09.2020
328;8051741304;;Menn;3.0;2017;;;;;01.09.2020
329;6041858592;;Menn;2.0;2018;;;;;01.09.2020
330;14041734504;;Menn;3.0;2017;;;;;01.09.2020
331;26031755166;;Menn;3.0;2017;;;;;01.09.2020
332;20051502992;;Menn;5.0;2015;;;;;01.09.2020
333;17101559634;;Menn;5.0;2015;;;;;01.09.2020
334;24061433620;;Menn;6.0;2014;;;;;01.09.2020
335;13121422586;;Menn;6.0;2014;;;;;01.09.2020
336;7051791578;;Menn;3.0;2017;;;;;01.09.2020
337;7091872780;;Menn;2.0;2018;;;;;01.09.2020
338;16111862766;;Menn;2.0;2018;;;;;01.09.2020
339;23101440480;;Menn;6.0;2014;;;;;01.09.2020
340;6071893842;;Menn;2.0;2018;;;;;01.09.2020
341;6121665562;;Menn;4.0;2016;;;;;01.09.2020
342;10101417776;;Menn;6.0;2014;;;;;01.09.2020
343;31011659764;;Menn;4.0;2016;;;;;01.09.2020
344;29111550308;;Menn;5.0;2015;;;;;01.09.2020
345;17011523834;;Menn;5.0;2015;;;;;01.09.2020
346;21061520778;;Menn;5.0;2015;;;;;01.09.2020
347;28081663254;;Menn;4.0;2016;;;;;01.09.2020
348;29121503866;;Menn;5.0;2015;;;;;01.09.2020
349;22051451142;;Menn;6.0;2014;;;;;01.09.2020
350;27011857986;;Menn;2.0;2018;;;;;01.09.2020
351;25061730138;;Menn;3.0;2017;;;;;01.09.2020
352;30081496290;;Menn;6.0;2014;;;;;01.09.2020
353;20101786106;;Menn;3.0;2017;;;;;01.09.2020
354;7061599872;;Menn;5.0;2015;;;;;01.09.2020
355;20071548052;;Menn;5.0;2015;;;;;01.09.2020
356;2041405866;;Menn;6.0;2014;;;;;01.09.2020
357;6061666506;;Menn;4.0;2016;;;;;01.09.2020
358;3011649332;;Menn;4.0;2016;;;;;01.09.2020
359;23011786484;;Menn;3.0;2017;;;;;01.09.2020
360;15041491714;;Menn;6.0;2014;;;;;01.09.2020
361;27121599106;;Menn;5.0;2015;;;;;01.09.2020
362;8071566286;;Menn;5.0;2015;;;;;01.09.2020
363;13101488568;;Menn;6.0;2014;;;;;01.09.2020
364;17101876336;;Menn;2.0;2018;;;;;01.09.2020
365;7011480108;;Menn;6.0;2014;;;;;01.09.2020
366;9111835598;;Menn;2.0;2018;;;;;01.09.2020
367;25081771656;;Menn;3.0;2017;;;;;01.09.2020
368;15061665444;;Menn;4.0;2016;;;;;01.09.2020
369;15051753072;;Menn;3.0;2017;;;;;01.09.2020
370;22041454738;;Menn;6.0;2014;;;;;01.09.2020
371;26051587778;;Menn;5.0;2015;;;;;01.09.2020
372;8111510550;;Menn;5.0;2015;;;;;01.09.2020
373;9101502430;;Menn;5.0;2015;;;;;01.09.2020
374;14041687820;;Menn;4.0;2016;;;;;01.09.2020
375;21081495508;;Menn;6.0;2014;;;;;01.09.2020
376;31101730134;;Menn;3.0;2017;;;;;01.09.2020
377;15051809716;;Menn;2.0;2018;;;;;01.09.2020
378;3121498312;;Menn;6.0;2014;;;;;01.09.2020
379;5121715024;;Menn;3.0;2017;;;;;01.09.2020
380;29121656170;;Menn;4.0;2016;;;;;01.09.2020
381;19051605120;;Menn;4.0;2016;;;;;01.09.2020
382;3051705898;;Menn;3.0;2017;;;;;01.09.2020
383;22071552132;;Menn;5.0;2015;;;;;01.09.2020
384;30061657418;;Menn;4.0;2016;;;;;01.09.2020
385;14061474108;;Menn;6.0;2014;;;;;01.09.2020
386;27021741310;;Menn;3.0;2017;;;;;01.09.2020
387;11051672526;;Menn;4.0;2016;;;;;01.09.2020
388;24121565236;;Menn;5.0;2015;;;;;01.09.2020
389;17091784630;;Menn;3.0;2017;;;;;01.09.2020
390;22031790912;;Menn;3.0;2017;;;;;01.09.2020
391;26111553518;;Menn;5.0;2015;;;;;01.09.2020
392;14031833762;;Menn;2.0;2018;;;;;01.09.2020
393;13021455136;;Menn;6.0;2014;;;;;01.09.2020
394;27041517642;;Menn;5.0;2015;;;;;01.09.2020
395;25071783752;;Menn;3.0;2017;;;;;01.09.2020
396;8061802030;;Menn;2.0;2018;;;;;01.09.2020
397;17091822640;;Menn;2.0;2018;;;;;01.09.2020
398;23011556958;;Menn;5.0;2015;;;;;01.09.2020
399;8081586646;;Menn;5.0;2015;;;;;01.09.2020
400;30121409984;;Menn;6.0;2014;;;;;01.09.2020
401;16081555782;;Menn;5.0;2015;;;;;01.09.2020
402;31071531518;;Menn;5.0;2015;;;;;01.09.2020
403;9101612756;;Menn;4.0;2016;;;;;01.09.2020
404;21091402794;;Menn;6.0;2014;;;;;01.09.2020
405;12081817674;;Menn;2.0;2018;;;;;01.09.2020
406;22101581342;;Menn;5.0;2015;;;;;01.09.2020
407;30121800584;;Menn;2.0;2018;;;;;01.09.2020
408;21061769222;;Menn;3.0;2017;;;;;01.09.2020
409;9021749060;;Menn;3.0;2017;;;;;01.09.2020
410;7021715492;;Menn;3.0;2017;;;;;01.09.2020
411;6041718952;;Menn;3.0;2017;;;;;01.09.2020
412;8101465738;;Menn;6.0;2014;;;;;01.09.2020
413;11051774976;;Menn;3.0;2017;;;;;01.09.2020
414;12081468336;;Menn;6.0;2014;;;;;01.09.2020
415;27061685982;;Menn;4.0;2016;;;;;01.09.2020
416;31071690944;;Menn;4.0;2016;;;;;01.09.2020
417;24051879172;;Menn;2.0;2018;;;;;01.09.2020
418;27051718878;;Menn;3.0;2017;;;;;01.09.2020
419;18081420462;;Menn;6.0;2014;;;;;01.09.2020
420;3031691714;;Menn;4.0;2016;;;;;01.09.2020
421;20081644570;;Menn;4.0;2016;;;;;01.09.2020
422;19021795022;;Menn;3.0;2017;;;;;01.09.2020
423;28101725382;;Menn;3.0;2017;;;;;01.09.2020
424;7021482044;;Menn;6.0;2014;;;;;01.09.2020
425;28111475344;;Menn;6.0;2014;;;;;01.09.2020
426;1091766146;;Menn;3.0;2017;;;;;01.09.2020
427;23031666354;;Menn;4.0;2016;;;;;01.09.2020
428;3081513770;;Menn;5.0;2015;;;;;01.09.2020
429;8041607756;;Menn;4.0;2016;;;;;01.09.2020
430;28021761390;;Menn;3.0;2017;;;;;01.09.2020
431;17061653006;;Menn;4.0;2016;;;;;01.09.2020
432;25041583176;;Menn;5.0;2015;;;;;01.09.2020
433;13071699082;;Menn;4.0;2016;;;;;01.09.2020
434;3081407348;;Menn;6.0;2014;;;;;01.09.2020
435;26021529502;;Menn;5.0;2015;;;;;01.09.2020
436;13091792514;;Menn;3.0;2017;;;;;01.09.2020
437;13091579150;;Menn;5.0;2015;;;;;01.09.2020
438;15091441472;;Menn;6.0;2014;;;;;01.09.2020
439;7101508214;;Menn;5.0;2015;;;;;01.09.2020
440;1041758934;;Menn;3.0;2017;;;;;01.09.2020
441;26061792030;;Menn;3.0;2017;;;;;01.09.2020
442;4041598808;;Menn;5.0;2015;;;;;01.09.2020
443;10091428156;;Menn;6.0;2014;;;;;01.09.2020
444;22051604364;;Menn;4.0;2016;;;;;01.09.2020
445;9061836788;;Menn;2.0;2018;;;;;01.09.2020
446;30061631084;;Menn;4.0;2016;;;;;01.09.2020
447;2081511316;;Menn;5.0;2015;;;;;01.09.2020
448;10111441372;;Menn;6.0;2014;;;;;01.09.2020
449;8091729800;;Menn;3.0;2017;;;;;01.09.2020
450;23061646998;;Menn;4.0;2016;;;;;01.09.2020
451;13071724544;;Menn;3.0;2017;;;;;01.09.2020
452;8081454166;;Menn;6.0;2014;;;;;01.09.2020
453;1011516392;;Menn;5.0;2015;;;;;01.09.2020
454;18081855496;;Menn;2.0;2018;;;;;01.09.2020
455;12011874064;;Menn;2.0;2018;;;;;01.09.2020
456;14021583190;;Menn;5.0;2015;;;;;01.09.2020
457;9021647552;;Menn;4.0;2016;;;;;01.09.2020
458;7101469650;;Menn;6.0;2014;;;;;01.09.2020
459;7071463828;;Menn;6.0;2014;;;;;01.09.2020
460;5101630948;;Menn;4.0;2016;;;;;01.09.2020
461;23021407440;;Menn;6.0;2014;;;;;01.09.2020
462;13081773236;;Menn;3.0;2017;;;;;01.09.2020
463;22021872678;;Menn;2.0;2018;;;;;01.09.2020
